rule_id,category,reason,owner,evidence,scope
CORE-000361,scope_wide_reference_distinct,reference distinct must preserve scope-wide datasets,core-api,open-rules-scoreboard,open-rules-oracle-harness
CORE-000660,scope_wide_reference_distinct,reference distinct must preserve scope-wide datasets,core-api,open-rules-scoreboard,open-rules-oracle-harness
CORE-000678,scope_wide_reference_distinct,reference distinct must preserve scope-wide datasets,core-api,open-rules-scoreboard,open-rules-oracle-harness
CORE-000840,scope_wide_reference_distinct,reference distinct must preserve scope-wide datasets,core-api,open-rules-scoreboard,open-rules-oracle-harness
CORE-000200,missing_condition_columns_as_null,missing condition columns are treated as null for oracle compatibility,core-api,open-rules-scoreboard,open-rules-oracle-harness
CORE-000217,missing_condition_columns_as_null,missing condition columns are treated as null for oracle compatibility,core-api,open-rules-scoreboard,open-rules-oracle-harness
CORE-000466,missing_condition_columns_as_null,missing condition columns are treated as null for oracle compatibility,core-api,open-rules-scoreboard,open-rules-oracle-harness
CORE-000547,missing_condition_columns_as_null,missing condition columns are treated as null for oracle compatibility,core-api,open-rules-scoreboard,open-rules-oracle-harness
CORE-000580,missing_condition_columns_as_null,missing condition columns are treated as null for oracle compatibility,core-api,open-rules-scoreboard,open-rules-oracle-harness
CORE-000680,missing_condition_columns_as_null,missing condition columns are treated as null for oracle compatibility,core-api,open-rules-scoreboard,open-rules-oracle-harness
CORE-000806,missing_condition_columns_as_null,missing condition columns are treated as null for oracle compatibility,core-api,open-rules-scoreboard,open-rules-oracle-harness
CORE-000137,record_row_locator,record-level row locator differs from official oracle and needs native semantics review,core-api,open-rules-scoreboard,open-rules-oracle-harness
CORE-000249,record_row_locator,record-level row locator differs from official oracle and needs native semantics review,core-api,open-rules-scoreboard,open-rules-oracle-harness
CORE-000256,record_row_locator,record-level row locator differs from official oracle and needs native semantics review,core-api,open-rules-scoreboard,open-rules-oracle-harness
CORE-000266,record_row_locator,record-level row locator differs from official oracle and needs native semantics review,core-api,open-rules-scoreboard,open-rules-oracle-harness
CORE-000269,record_row_locator,record-level row locator differs from official oracle and needs native semantics review,core-api,open-rules-scoreboard,open-rules-oracle-harness
CORE-000270,record_row_locator,record-level row locator differs from official oracle and needs native semantics review,core-api,open-rules-scoreboard,open-rules-oracle-harness
CORE-000407,usdm_jsonata_entity_scope,USDM JSONata entity scope semantics need native review,core-api,open-rules-scoreboard,open-rules-oracle-harness
CORE-000814,usdm_join_operation,USDM join and grouped operation semantics need native review,core-api,open-rules-scoreboard,open-rules-oracle-harness
CORE-000960,xhtml_operation,XHTML operation reporting semantics need native review,core-api,open-rules-scoreboard,open-rules-oracle-harness
CORE-001069,xhtml_operation,XHTML operation reporting semantics need native review,core-api,open-rules-scoreboard,open-rules-oracle-harness
